text_features,speeding,signal_violation,careless_driving,distracted,wrong_lane,drink_drive,LATITUDE,LONGITUDE
turning improperly unspecified,0,0,0,0,0,0,40.86536,-73.87043
unspecified unspecified unspecified,0,0,0,0,0,0,40.699654,-73.74227
unspecified,0,0,0,0,0,0,40.822742,-73.913895
traffic control disregarded unspecified,0,1,0,0,0,0,40.644196,-73.95467
following too closely unspecified,0,0,1,0,0,0,40.733658,-73.90008
unspecified,0,0,0,0,0,0,40.74947,-73.886856
unspecified unspecified,0,0,0,0,0,0,40.85429,-73.90027
unsafe speed unspecified,0,0,0,0,0,0,40.859325,-73.93132
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.684315,-73.92299
unspecified,0,0,0,0,0,0,40.67289,-73.906685
passing or lane usage improper unspecified,0,0,0,0,0,0,40.88845,-73.841965
driver inattention/distraction,0,0,0,1,0,0,40.69165,-73.779205
unspecified unspecified unspecified,0,0,0,0,0,0,40.83981,-73.84649
backing unsafely unspecified,0,0,0,0,0,0,40.870644,-73.89951
unspecified unspecified,0,0,0,0,0,0,40.848835,-73.787094
unspecified unspecified,0,0,0,0,0,0,40.7266,-73.93066
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.72229,-73.86732
driver inattention/distraction unspecified,0,0,0,1,0,0,40.690865,-73.80253
driver inattention/distraction unspecified,0,0,0,1,0,0,40.629807,-74.14096
driver inattention/distraction,0,0,0,1,0,0,40.704697,-73.79681
passing too closely,0,0,1,0,0,0,40.77741,-73.978806
following too closely unspecified,0,0,1,0,0,0,40.52358,-74.187225
unspecified,0,0,0,0,0,0,40.711395,-73.731186
unspecified unspecified,0,0,0,0,0,0,40.741074,-73.7258
unspecified unspecified,0,0,0,0,0,0,40.615093,-73.96436
following too closely unspecified,0,0,1,0,0,0,40.683777,-73.76975
unspecified unspecified,0,0,0,0,0,0,40.642445,-74.00592
unspecified,0,0,0,0,0,0,40.582287,-74.16907
driver inattention/distraction other vehicular other vehicular,0,0,0,1,0,0,40.593975,-73.77024
unspecified unspecified,0,0,0,0,0,0,40.816765,-73.90073
unspecified,0,0,0,0,0,0,40.63082,-73.88636
unsafe speed unspecified,0,0,0,0,0,0,40.584873,-73.969154
unspecified unspecified unspecified,0,0,0,0,0,0,40.65853,-73.919754
unspecified,0,0,0,0,0,0,40.718155,-73.94839
other vehicular unspecified,0,0,0,0,0,0,40.715557,-73.99826
following too closely unspecified,0,0,1,0,0,0,40.83968,-73.929276
unspecified unspecified,0,0,0,0,0,0,40.721397,-73.95605
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66493,-73.9144
unspecified unspecified,0,0,0,0,0,0,40.707954,-73.950615
unspecified unspecified,0,0,0,0,0,0,40.841988,-73.84392
failure to yield right-of-way traffic control disregarded,0,1,0,0,0,0,40.62748,-74.00714
unspecified unspecified unspecified,0,0,0,0,0,0,40.8589,-73.90357
passing or lane usage improper unspecified,0,0,0,0,0,0,40.830166,-73.90624
illnes,0,0,0,0,0,0,40.794353,-73.97836
pedestrian/bicyclist/other pedestrian error/confusion pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.71382,-73.85676
passing too closely unspecified,0,0,1,0,0,0,40.704845,-73.80112
unspecified,0,0,0,0,0,0,40.647064,-74.02263
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.748367,-73.87693
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.67172,-73.850975
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.82485,-73.911316
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.690063,-73.76018
unsafe speed,0,0,0,0,0,0,40.66328,-73.90403
backing unsafely other vehicular,0,0,0,0,0,0,40.599503,-73.754074
unspecified,0,0,0,0,0,0,40.811665,-73.909035
unspecified unspecified,0,0,0,0,0,0,40.81632,-73.95783
driver inattention/distraction unspecified,0,0,0,1,0,0,40.671535,-73.957664
unspecified unspecified,0,0,0,0,0,0,40.872494,-73.83314
passing or lane usage improper unspecified,0,0,0,0,0,0,40.74915,-73.98828
unsafe speed unspecified,0,0,0,0,0,0,40.64378,-73.900826
failure to yield right-of-way driver inattention/distraction,0,1,0,1,0,0,40.667572,-73.8257
unspecified unspecified,0,0,0,0,0,0,40.695976,-73.902374
driver inattention/distraction unspecified,0,0,0,1,0,0,40.637203,-74.0222
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.640236,-73.90598
following too closely unspecified,0,0,1,0,0,0,40.61821,-73.89728
unspecified,0,0,0,0,0,0,40.82463,-73.91059
unspecified unspecified,0,0,0,0,0,0,40.62531,-73.918884
passing or lane usage improper unspecified,0,0,0,0,0,0,40.678116,-73.92172
driver inattention/distraction traffic control disregarded,0,1,0,1,0,0,40.82815,-73.93491
view obstructed/limited,0,0,0,0,0,0,40.839676,-73.871216
passing too closely unspecified,0,0,1,0,0,0,40.604572,-74.091125
following too closely unspecified unspecified,0,0,1,0,0,0,40.652916,-73.94498
driver inattention/distraction,0,0,0,1,0,0,40.869076,-73.93062
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.75233,-73.86264
unspecified unspecified,0,0,0,0,0,0,40.83558,-73.886665
passing too closely passing too closely,0,0,1,0,0,0,40.73485,-73.989975
unspecified,0,0,0,0,0,0,40.635185,-73.92862
turning improperly following too closely,0,0,1,0,0,0,40.895927,-73.855995
unspecified,0,0,0,0,0,0,40.67602,-73.81613
following too closely unspecified unspecified,0,0,1,0,0,0,40.861862,-73.91282
glare driver inattention/distraction,0,0,0,1,0,0,40.826397,-73.92116
unspecified,0,0,0,0,0,0,40.72026,-73.75234
pedestrian/bicyclist/other pedestrian error/confusion unspecified,0,0,0,0,0,0,40.68286,-73.97278
driver inattention/distraction unspecified,0,0,0,1,0,0,40.766785,-73.893105
failure to yield right-of-way pedestrian/bicyclist/other pedestrian error/confusion,0,1,0,0,0,0,40.866047,-73.882744
unsafe speed,0,0,0,0,0,0,40.830563,-73.91883
driver inattention/distraction,0,0,0,1,0,0,40.833153,-73.90913
driver inattention/distraction unspecified,0,0,0,1,0,0,40.60058,-73.99161
other vehicular passing too closely,0,0,1,0,0,0,40.789772,-73.97397
passing too closely unspecified,0,0,1,0,0,0,40.759514,-73.99926
driver inattention/distraction,0,0,0,1,0,0,40.77012,-73.95741
driver inattention/distraction unspecified,0,0,0,1,0,0,40.665497,-73.75573
unspecified unspecified,0,0,0,0,0,0,40.7217,-73.73017
unspecified unspecified,0,0,0,0,0,0,40.65634,-73.92137
passing too closely unspecified,0,0,1,0,0,0,40.64634,-73.917496
other vehicular other vehicular,0,0,0,0,0,0,40.61278,-73.996605
following too closely unspecified,0,0,1,0,0,0,40.843002,-73.90359
other vehicular,0,0,0,0,0,0,40.85384,-73.8564
driver inattention/distraction unspecified,0,0,0,1,0,0,40.67805,-73.98262
traffic control disregarded unspecified,0,1,0,0,0,0,40.890076,-73.819855
driver inattention/distraction unspecified,0,0,0,1,0,0,40.71206,-73.94737
pedestrian/bicyclist/other pedestrian error/confusion failure to yield right-of-way,0,1,0,0,0,0,40.776016,-73.98724
alcohol involvement unspecified,0,0,0,0,0,1,40.723747,-74.00612
unspecified,0,0,0,0,0,0,40.86832,-73.83317
unspecified unspecified,0,0,0,0,0,0,40.66401,-73.99771
driver inattention/distraction unspecified,0,0,0,1,0,0,40.760494,-73.8614
unspecified unspecified unspecified,0,0,0,0,0,0,40.67045,-73.911896
unspecified unspecified,0,0,0,0,0,0,40.640415,-73.982925
driver inattention/distraction unspecified,0,0,0,1,0,0,40.696686,-73.9378
driver inattention/distraction unspecified,0,0,0,1,0,0,40.813374,-73.956276
pedestrian/bicyclist/other pedestrian error/confusion unspecified,0,0,0,0,0,0,40.650402,-73.89422
brakes defective unspecified,0,0,0,0,0,0,40.7025,-73.814964
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.820515,-73.930695
following too closely unspecified unspecified,0,0,1,0,0,0,40.66684,-73.78941
driver inattention/distraction unspecified,0,0,0,1,0,0,40.611156,-73.97534
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.70022,-73.96219
passing too closely unspecified,0,0,1,0,0,0,40.69642,-73.95978
following too closely unspecified,0,0,1,0,0,0,40.761475,-73.91364
passing or lane usage improper unspecified,0,0,0,0,0,0,40.70921,-73.87017
unspecified,0,0,0,0,0,0,40.682907,-73.9848
driver inattention/distraction unspecified,0,0,0,1,0,0,40.712994,-73.98853
driver inattention/distraction unspecified,0,0,0,1,0,0,40.829647,-73.94439
driver inattention/distraction unspecified,0,0,0,1,0,0,40.680717,-73.9463
following too closely unspecified,0,0,1,0,0,0,40.743137,-73.82973
oversized vehicle unspecified,0,0,0,0,0,0,40.758064,-73.97029
failure to yield right-of-way,0,1,0,0,0,0,40.877033,-73.846375
unspecified unspecified unspecified,0,0,0,0,0,0,40.854477,-73.90125
unsafe lane changing unspecified,0,0,1,0,0,0,40.844753,-73.90539
other vehicular unspecified,0,0,0,0,0,0,40.88271,-73.881256
unspecified,0,0,0,0,0,0,40.856136,-73.89235
driver inattention/distraction unspecified,0,0,0,1,0,0,40.68876,-73.98085
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.875122,-73.905174
driver inexperience unspecified,0,0,0,0,0,0,40.65245,-73.96345
passing or lane usage improper unspecified,0,0,0,0,0,0,40.637997,-74.02136
other vehicular unspecified,0,0,0,0,0,0,40.73027,-73.97993
unspecified unspecified,0,0,0,0,0,0,40.842422,-73.928185
driver inattention/distraction unspecified,0,0,0,1,0,0,40.799957,-73.96053
driver inattention/distraction unspecified,0,0,0,1,0,0,40.653275,-73.92953
traffic control disregarded unspecified,0,1,0,0,0,0,40.828316,-73.93118
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.652462,-73.92285
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.784573,-73.971695
driver inattention/distraction unspecified,0,0,0,1,0,0,40.65965,-73.773834
unspecified unspecified,0,0,0,0,0,0,40.815304,-73.94371
pedestrian/bicyclist/other pedestrian error/confusion failure to yield right-of-way,0,1,0,0,0,0,40.813374,-73.956276
unspecified unspecified,0,0,0,0,0,0,40.801125,-73.92988
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.73573,-73.89324
failure to yield right-of-way,0,1,0,0,0,0,40.745502,-73.86806
turning improperly unspecified,0,0,0,0,0,0,40.7847,-73.843056
driver inattention/distraction unspecified,0,0,0,1,0,0,40.62729,-74.0086
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66228,-73.90003
driver inattention/distraction unspecified,0,0,0,1,0,0,40.67948,-73.93291
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.73189,-74.0038
unspecified unspecified,0,0,0,0,0,0,40.734737,-73.87227
passing too closely unspecified,0,0,1,0,0,0,40.723236,-73.912575
drugs (illegal) unspecified,0,0,0,0,0,0,40.711227,-73.72826
driver inexperience unspecified,0,0,0,0,0,0,40.664818,-73.92221
driver inattention/distraction,0,0,0,1,0,0,40.666946,-73.79712
other vehicular unspecified,0,0,0,0,0,0,40.75904,-73.807945
unspecified unspecified unspecified,0,0,0,0,0,0,40.714878,-73.75046
driver inattention/distraction unspecified,0,0,0,1,0,0,40.744698,-73.95667
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.631706,-73.94649
unsafe lane changing unspecified,0,0,1,0,0,0,40.820137,-73.89029
unspecified,0,0,0,0,0,0,40.700813,-73.95447
passing or lane usage improper unspecified,0,0,0,0,0,0,40.720936,-73.993805
driver inexperience traffic control disregarded,0,1,0,0,0,0,40.766556,-73.96294
alcohol involvement unspecified,0,0,0,0,0,1,40.704628,-73.87245
driver inattention/distraction unspecified,0,0,0,1,0,0,40.678238,-73.94415
driver inattention/distraction unspecified,0,0,0,1,0,0,40.601948,-73.99382
backing unsafely,0,0,0,0,0,0,40.661606,-73.92066
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.822834,-73.941925
driver inattention/distraction unspecified,0,0,0,1,0,0,40.54581,-74.185555
unspecified,0,0,0,0,0,0,40.852673,-73.919106
turning improperly unspecified,0,0,0,0,0,0,40.757565,-73.90191
unspecified,0,0,0,0,0,0,40.67879,-73.913635
failure to yield right-of-way,0,1,0,0,0,0,40.65362,-73.933525
driver inattention/distraction unspecified,0,0,0,1,0,0,40.669098,-73.93666
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.635506,-73.913284
driver inattention/distraction unspecified,0,0,0,1,0,0,40.761223,-73.96982
driver inattention/distraction unspecified,0,0,0,1,0,0,40.8617,-73.89139
driver inattention/distraction unspecified,0,0,0,1,0,0,40.85406,-73.91936
unspecified,0,0,0,0,0,0,40.654163,-73.91163
unspecified unspecified,0,0,0,0,0,0,40.83964,-73.84403
driver inattention/distraction unspecified,0,0,0,1,0,0,40.75361,-73.90393
driver inattention/distraction,0,0,0,1,0,0,40.760956,-73.93576
passing too closely passing too closely,0,0,1,0,0,0,40.596325,-73.76673
passing too closely unspecified,0,0,1,0,0,0,40.68607,-73.91605
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.676956,-73.83729
following too closely unspecified unspecified,0,0,1,0,0,0,40.69168,-73.999344
driver inattention/distraction unspecified,0,0,0,1,0,0,40.678486,-74.006195
following too closely unspecified,0,0,1,0,0,0,40.7418,-73.72815
backing unsafely unspecified,0,0,0,0,0,0,40.722668,-73.93689
outside car distraction unspecified,0,0,0,1,0,0,40.761787,-73.95745
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.778614,-73.83887
failure to yield right-of-way,0,1,0,0,0,0,40.75644,-73.87701
passing or lane usage improper unspecified,0,0,0,0,0,0,40.71153,-73.95504
following too closely unspecified,0,0,1,0,0,0,40.748863,-73.97584
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.696815,-73.936615
unspecified,0,0,0,0,0,0,40.87951,-73.9085
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.856445,-73.891045
driver inattention/distraction,0,0,0,1,0,0,40.62386,-73.965
driver inattention/distraction unspecified,0,0,0,1,0,0,40.69426,-73.91036
unspecified unspecified,0,0,0,0,0,0,40.812634,-73.88313
passenger distraction unspecified,0,0,0,1,0,0,40.802074,-73.93912
unsafe speed other vehicular,0,0,0,0,0,0,40.717785,-73.76249
driver inattention/distraction unspecified,0,0,0,1,0,0,40.609867,-73.92239
unspecified,0,0,0,0,0,0,40.71827,-73.99072
driver inattention/distraction unspecified,0,0,0,1,0,0,40.68343,-73.82661
unspecified,0,0,0,0,0,0,40.653732,-73.91327
unspecified,0,0,0,0,0,0,40.705715,-73.91259
driver inattention/distraction,0,0,0,1,0,0,40.714073,-73.95534
traffic control disregarded unspecified,0,1,0,0,0,0,40.681446,-73.94644
unspecified unspecified unspecified,0,0,0,0,0,0,40.883476,-73.868256
unspecified,0,0,0,0,0,0,40.87877,-73.824036
unspecified unspecified unspecified,0,0,0,0,0,0,40.630333,-74.0405
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.820255,-73.94562
backing unsafely following too closely,0,0,1,0,0,0,40.8347,-73.91827
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.715595,-73.896904
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.765137,-73.81944
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.767803,-73.95601
unspecified,0,0,0,0,0,0,40.687138,-73.75136
driver inattention/distraction unspecified,0,0,0,1,0,0,40.588562,-74.14584
unspecified unspecified,0,0,0,0,0,0,40.834637,-73.89443
unsafe speed unspecified,0,0,0,0,0,0,40.83661,-73.92234
driver inattention/distraction unspecified,0,0,0,1,0,0,40.83761,-73.88106
unspecified unspecified,0,0,0,0,0,0,40.848114,-73.901474
outside car distraction aggressive driving/road rage unspecified,0,0,0,1,0,0,40.669434,-73.9255
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.688698,-73.781494
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.834126,-73.916664
backing unsafely,0,0,0,0,0,0,40.757656,-73.99079
unspecified,0,0,0,0,0,0,40.659576,-73.739494
driver inattention/distraction unspecified,0,0,0,1,0,0,40.83383,-73.921234
following too closely unspecified,0,0,1,0,0,0,40.821415,-73.88933
passing too closely unspecified,0,0,1,0,0,0,40.8468,-73.89414
unspecified unspecified,0,0,0,0,0,0,40.713303,-73.73586
oversized vehicle,0,0,0,0,0,0,40.55247,-74.21878
alcohol involvement unspecified,0,0,0,0,0,1,40.639793,-73.929115
unsafe speed unspecified,0,0,0,0,0,0,40.819126,-73.88579
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.80255,-73.95092
driver inattention/distraction unspecified,0,0,0,1,0,0,40.677017,-73.92182
following too closely unspecified,0,0,1,0,0,0,40.711445,-73.96414
passing or lane usage improper unspecified,0,0,0,0,0,0,40.63021,-73.93294
unspecified unspecified,0,0,0,0,0,0,40.72304,-73.94837
unspecified unspecified,0,0,0,0,0,0,40.780857,-73.958824
failure to yield right-of-way,0,1,0,0,0,0,40.85432,-73.92826
driver inattention/distraction,0,0,0,1,0,0,40.711796,-73.85952
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74135,-73.89189
following too closely unspecified,0,0,1,0,0,0,40.755913,-73.8643
driver inattention/distraction driver inattention/distraction unspecified,0,0,0,1,0,0,40.693344,-73.80228
driver inattention/distraction unspecified,0,0,0,1,0,0,40.73817,-73.97761
following too closely unspecified,0,0,1,0,0,0,40.811367,-73.95402
other vehicular,0,0,0,0,0,0,40.81014,-73.908226
unspecified unspecified unspecified,0,0,0,0,0,0,40.59178,-73.95901
backing unsafely unspecified,0,0,0,0,0,0,40.840927,-73.912704
driver inexperience passing or lane usage improper,0,0,0,0,0,0,40.70324,-73.92615
passing too closely unspecified,0,0,1,0,0,0,40.716812,-73.99777
driver inattention/distraction,0,0,0,1,0,0,40.69496,-73.946236
failure to yield right-of-way,0,1,0,0,0,0,40.65733,-73.917274
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.60224,-73.75416
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.64186,-73.93394
following too closely driver inattention/distraction unspecified,0,0,1,1,0,0,40.763645,-73.790276
backing unsafely,0,0,0,0,0,0,40.672855,-73.97993
failure to yield right-of-way,0,1,0,0,0,0,40.732002,-73.824524
other vehicular other vehicular,0,0,0,0,0,0,40.80735,-73.90651
driver inattention/distraction,0,0,0,1,0,0,40.598206,-73.74815
unspecified,0,0,0,0,0,0,40.65423,-73.948845
unspecified unspecified unspecified,0,0,0,0,0,0,40.593327,-73.964645
driver inattention/distraction unspecified,0,0,0,1,0,0,40.750275,-73.86447
passing too closely passing too closely unspecified,0,0,1,0,0,0,40.667976,-73.79814
reaction to uninvolved vehicle,0,0,0,0,0,0,40.772102,-73.763954
other vehicular other vehicular,0,0,0,0,0,0,40.648308,-74.01412
other vehicular following too closely,0,0,1,0,0,0,40.683804,-73.833534
driver inattention/distraction,0,0,0,1,0,0,40.633976,-73.90259
unsafe speed unspecified,0,0,0,0,0,0,40.576393,-73.9869
driver inattention/distraction unspecified,0,0,0,1,0,0,40.729618,-73.79606
unspecified,0,0,0,0,0,0,40.697716,-73.96488
other vehicular,0,0,0,0,0,0,40.672813,-73.903786
traffic control disregarded unspecified,0,1,0,0,0,0,40.609627,-74.14955
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.754745,-73.9879
backing unsafely unspecified,0,0,0,0,0,0,40.597607,-74.078
