text_features,speeding,signal_violation,careless_driving,distracted,wrong_lane,drink_drive,LATITUDE,LONGITUDE
unspecified,0,0,0,0,0,0,0.0,0.0
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74788,-73.85731
unspecified unspecified,0,0,0,0,0,0,40.679043,-73.995674
other vehicular backing unsafely,0,0,0,0,0,0,40.854465,-73.86656
passing too closely unspecified,0,0,1,0,0,0,40.693203,-73.953995
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.68342,-73.982
oversized vehicle,0,0,0,0,0,0,40.712963,-73.92761
failure to yield right-of-way,0,1,0,0,0,0,40.7052,-73.795586
alcohol involvement unspecified,0,0,0,0,0,1,40.78318,-73.94362
driver inattention/distraction unspecified,0,0,0,1,0,0,40.680664,-73.902626
driver inexperience unspecified,0,0,0,0,0,0,40.80297,-73.96387
unspecified unspecified,0,0,0,0,0,0,40.705418,-73.8607
unspecified,0,0,0,0,0,0,40.865467,-73.86541
unspecified,0,0,0,0,0,0,40.827198,-73.907036
passing or lane usage improper passing or lane usage improper,0,0,0,0,0,0,40.698143,-73.98555
unspecified unspecified,0,0,0,0,0,0,40.703377,-73.86343
unspecified unspecified,0,0,0,0,0,0,40.65114,-73.89
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.749878,-73.88314
driver inattention/distraction,0,0,0,1,0,0,40.74886,-73.93755
unsafe lane changing unspecified,0,0,1,0,0,0,40.828316,-73.93118
driver inattention/distraction unspecified,0,0,0,1,0,0,40.680725,-73.926605
other vehicular other vehicular,0,0,0,0,0,0,40.70547,-73.95024
turning improperly passing or lane usage improper,0,0,0,0,0,0,40.76155,-73.96659
other vehicular backing unsafely,0,0,0,0,0,0,40.709904,-73.90757
unspecified,0,0,0,0,0,0,40.669937,-73.95901
turning improperly unspecified,0,0,0,0,0,0,40.688786,-73.98358
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.69787,-73.743034
passing too closely unspecified,0,0,1,0,0,0,40.614788,-73.94658
unspecified unspecified,0,0,0,0,0,0,40.621685,-73.91199
driver inattention/distraction unspecified,0,0,0,1,0,0,40.86356,-73.843414
alcohol involvement unspecified,0,0,0,0,0,1,40.711716,-73.94305
failure to yield right-of-way,0,1,0,0,0,0,40.679634,-73.94959
driver inattention/distraction unspecified,0,0,0,1,0,0,40.677048,-73.9387
driver inattention/distraction unspecified,0,0,0,1,0,0,40.857365,-73.84657
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.704483,-73.81419
unspecified unspecified,0,0,0,0,0,0,40.82371,-73.879
unspecified,0,0,0,0,0,0,40.725388,-73.90884
driver inattention/distraction unspecified,0,0,0,1,0,0,40.755352,-73.98374
driver inattention/distraction unspecified,0,0,0,1,0,0,40.61651,-74.02666
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.66615,-73.80575
backing unsafely unspecified,0,0,0,0,0,0,40.83998,-73.87715
following too closely unspecified,0,0,1,0,0,0,40.666405,-73.74661
unspecified,0,0,0,0,0,0,40.671085,-73.736275
driver inattention/distraction unspecified,0,0,0,1,0,0,40.702446,-73.90099
reaction to uninvolved vehicle,0,0,0,0,0,0,40.753998,-73.94244
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.64254,-73.87652
unspecified unspecified,0,0,0,0,0,0,40.65136,-73.86971
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.83501,-73.90353
passing too closely unspecified,0,0,1,0,0,0,40.84062,-73.85409
unspecified,0,0,0,0,0,0,40.709778,-73.76607
following too closely unspecified,0,0,1,0,0,0,40.694107,-73.89737
unsafe lane changing unspecified,0,0,1,0,0,0,40.56015,-74.19968
passing too closely unspecified,0,0,1,0,0,0,40.651543,-74.017975
failure to yield right-of-way,0,1,0,0,0,0,40.876976,-73.88966
other vehicular,0,0,0,0,0,0,40.811478,-73.91694
unspecified unspecified,0,0,0,0,0,0,40.656273,-73.90731
following too closely unspecified,0,0,1,0,0,0,40.741333,-73.98975
passing or lane usage improper unspecified,0,0,0,0,0,0,40.702984,-73.94586
driver inattention/distraction unspecified,0,0,0,1,0,0,40.86832,-73.83317
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.662178,-73.85025
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.684982,-73.79062
unsafe lane changing unspecified unspecified,0,0,1,0,0,0,40.705917,-73.752365
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.682514,-73.75665
unspecified unspecified,0,0,0,0,0,0,40.691895,-73.93384
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.756474,-73.94727
unspecified unspecified,0,0,0,0,0,0,40.815903,-73.94515
unspecified unspecified,0,0,0,0,0,0,40.833813,-73.86275
backing unsafely unspecified,0,0,0,0,0,0,40.600895,-74.176735
following too closely unspecified,0,0,1,0,0,0,40.848118,-73.93089
driver inattention/distraction,0,0,0,1,0,0,40.70003,-73.81279
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.692135,-73.83485
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.83511,-73.91945
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.76781,-73.96202
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.695026,-73.75643
passing or lane usage improper pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.747894,-73.989174
driver inattention/distraction unspecified,0,0,0,1,0,0,40.651936,-73.9294
unspecified unspecified,0,0,0,0,0,0,40.81738,-73.9257
backing unsafely,0,0,0,0,0,0,40.79283,-73.96954
backing unsafely unspecified,0,0,0,0,0,0,40.843555,-73.90573
backing unsafely unspecified,0,0,0,0,0,0,40.596672,-73.989716
unspecified unspecified,0,0,0,0,0,0,40.68642,-73.75115
driver inattention/distraction driver inattention/distraction unspecified,0,0,0,1,0,0,40.685276,-73.77241
passing or lane usage improper unspecified,0,0,0,0,0,0,40.696087,-73.97533
unspecified unspecified,0,0,0,0,0,0,40.63405,-73.97776
unspecified,0,0,0,0,0,0,40.74468,-73.987305
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.72624,-73.93795
driver inattention/distraction unspecified,0,0,0,1,0,0,40.599495,-73.997604
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.65501,-73.72964
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.805557,-73.91047
reaction to uninvolved vehicle following too closely following too closely,0,0,1,0,0,0,40.708763,-73.998116
driver inattention/distraction failure to yield right-of-way,0,1,0,1,0,0,40.682285,-73.80805
brakes defective,0,0,0,0,0,0,40.689445,-73.95513
driver inattention/distraction unspecified,0,0,0,1,0,0,40.81608,-73.917694
traffic control disregarded unspecified,0,1,0,0,0,0,40.849075,-73.88289
unspecified unspecified,0,0,0,0,0,0,40.822323,-73.910706
passing too closely,0,0,1,0,0,0,40.848392,-73.937675
unsafe lane changing unspecified,0,0,1,0,0,0,40.760536,-73.95836
backing unsafely unspecified,0,0,0,0,0,0,40.702957,-73.74332
unspecified unspecified,0,0,0,0,0,0,40.77077,-73.91727
passing too closely unspecified,0,0,1,0,0,0,40.709393,-73.9219
alcohol involvement unspecified,0,0,0,0,0,1,40.821415,-73.88933
following too closely unspecified,0,0,1,0,0,0,40.742218,-73.9912
unsafe speed unsafe speed unspecified,0,0,0,0,0,0,40.66305,-73.848564
turning improperly unspecified,0,0,0,0,0,0,40.78114,-73.90901
driver inexperience,0,0,0,0,0,0,40.69695,-73.962776
unspecified,0,0,0,0,0,0,40.6175,-74.02163
unspecified,0,0,0,0,0,0,40.67657,-73.915184
driver inattention/distraction unspecified,0,0,0,1,0,0,40.628284,-73.91694
traffic control disregarded driver inattention/distraction,0,1,0,1,0,0,40.65011,-73.930214
passing or lane usage improper passing or lane usage improper,0,0,0,0,0,0,40.814186,-73.94826
unspecified,0,0,0,0,0,0,40.84434,-73.91475
unspecified unspecified,0,0,0,0,0,0,40.715084,-73.75383
unspecified,0,0,0,0,0,0,40.575085,-74.10512
driver inattention/distraction unspecified,0,0,0,1,0,0,40.634792,-74.032326
driver inattention/distraction unspecified,0,0,0,1,0,0,40.712646,-73.89936
passing or lane usage improper unspecified,0,0,0,0,0,0,40.842697,-73.82519
traffic control disregarded unspecified,0,1,0,0,0,0,40.615753,-74.08754
turning improperly unspecified,0,0,0,0,0,0,40.8047,-73.91243
unspecified,0,0,0,0,0,0,40.752224,-74.00141
following too closely unspecified,0,0,1,0,0,0,40.86769,-73.92122
backing unsafely unspecified,0,0,0,0,0,0,40.70269,-73.96509
unspecified unspecified,0,0,0,0,0,0,40.85394,-73.91468
driver inattention/distraction unspecified,0,0,0,1,0,0,40.645123,-73.986916
unspecified unspecified,0,0,0,0,0,0,40.654278,-73.92292
passing or lane usage improper unspecified,0,0,0,0,0,0,40.85934,-73.90448
other vehicular other vehicular,0,0,0,0,0,0,40.83566,-73.840034
unspecified unspecified,0,0,0,0,0,0,40.83295,-73.89869
traffic control disregarded unspecified,0,1,0,0,0,0,40.63155,-73.90633
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.688995,-73.78581
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.855553,-73.88757
backing unsafely unspecified,0,0,0,0,0,0,40.773808,-73.8929
unspecified unspecified,0,0,0,0,0,0,40.824432,-73.873604
driver inattention/distraction unspecified,0,0,0,1,0,0,40.830257,-73.914856
unsafe lane changing unspecified,0,0,1,0,0,0,40.60073,-73.90163
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.739902,-73.791275
passing or lane usage improper unspecified,0,0,0,0,0,0,40.866047,-73.87207
oversized vehicle,0,0,0,0,0,0,40.715954,-73.986725
unspecified,0,0,0,0,0,0,40.823143,-73.891815
oversized vehicle unspecified,0,0,0,0,0,0,40.71,-73.86549
passing too closely unspecified,0,0,1,0,0,0,40.70212,-73.90959
failure to yield right-of-way,0,1,0,0,0,0,40.755802,-73.986404
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.81162,-73.93117
following too closely unspecified,0,0,1,0,0,0,40.651863,-73.86536
traffic control disregarded unspecified,0,1,0,0,0,0,40.714397,-73.89799
unspecified,0,0,0,0,0,0,40.736042,-73.75603
lost consciousness unspecified unspecified,0,0,0,0,0,0,40.676132,-73.921906
following too closely following too closely unspecified,0,0,1,0,0,0,40.846577,-73.913155
driver inattention/distraction unspecified,0,0,0,1,0,0,40.749283,-73.86139
backing unsafely unspecified,0,0,0,0,0,0,40.903057,-73.91017
unspecified unspecified,0,0,0,0,0,0,40.648037,-74.001564
passing too closely unspecified,0,0,1,0,0,0,40.69911,-73.93402
unspecified,0,0,0,0,0,0,40.878983,-73.90609
driver inattention/distraction unspecified,0,0,0,1,0,0,40.670887,-73.93649
view obstructed/limited unspecified,0,0,0,0,0,0,40.740265,-73.87062
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.679348,-73.750336
driver inattention/distraction unspecified,0,0,0,1,0,0,40.628647,-73.95207
unspecified,0,0,0,0,0,0,40.62451,-73.92747
driver inattention/distraction,0,0,0,1,0,0,40.697247,-73.78965
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.713577,-73.94647
driver inattention/distraction unspecified,0,0,0,1,0,0,40.83846,-73.90175
unspecified unspecified,0,0,0,0,0,0,40.89232,-73.85896
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.780884,-73.98371
other vehicular passing or lane usage improper,0,0,0,0,0,0,40.84519,-73.9112
unspecified,0,0,0,0,0,0,40.65333,-73.91285
passing or lane usage improper unspecified,0,0,0,0,0,0,40.747974,-73.75999
driver inattention/distraction unspecified,0,0,0,1,0,0,40.736572,-73.907715
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.712914,-73.734436
unspecified,0,0,0,0,0,0,40.811512,-73.89053
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.66786,-73.76656
passing too closely unspecified,0,0,1,0,0,0,40.800552,-73.958206
passing too closely unspecified,0,0,1,0,0,0,40.790623,-73.942444
driver inattention/distraction,0,0,0,1,0,0,40.61883,-74.164345
unspecified unspecified,0,0,0,0,0,0,40.680164,-73.733154
unspecified,0,0,0,0,0,0,40.745872,-73.914375
unspecified,0,0,0,0,0,0,40.69476,-73.99139
outside car distraction following too closely unspecified,0,0,1,1,0,0,40.703835,-73.778496
unspecified,0,0,0,0,0,0,40.69759,-73.90194
driver inattention/distraction,0,0,0,1,0,0,40.764915,-73.95517
passing or lane usage improper unspecified,0,0,0,0,0,0,40.706406,-73.89691
unspecified unspecified unspecified,0,0,0,0,0,0,40.665257,-73.739555
driver inattention/distraction unspecified,0,0,0,1,0,0,40.728992,-73.95067
passing or lane usage improper unspecified,0,0,0,0,0,0,40.577946,-74.102325
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.81722,-73.95228
driver inattention/distraction unspecified,0,0,0,1,0,0,40.633312,-73.97629
fell asleep unspecified,0,0,0,0,0,0,40.6332,-74.092865
driver inattention/distraction unspecified,0,0,0,1,0,0,40.657555,-73.894196
driver inexperience unspecified,0,0,0,0,0,0,40.86357,-73.92602
passing or lane usage improper unspecified,0,0,0,0,0,0,40.885303,-73.82954
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.756657,-73.9141
traffic control disregarded unspecified,0,1,0,0,0,0,40.769737,-73.91244
passing too closely unspecified unspecified,0,0,1,0,0,0,40.704224,-73.807274
reaction to uninvolved vehicle,0,0,0,0,0,0,40.575375,-74.18999
unspecified,0,0,0,0,0,0,40.585037,-73.95645
unspecified unspecified unspecified,0,0,0,0,0,0,40.65636,-73.93479
unspecified unspecified,0,0,0,0,0,0,40.76671,-73.917114
driver inattention/distraction unspecified,0,0,0,1,0,0,40.861164,-73.857574
backing unsafely,0,0,0,0,0,0,40.63663,-73.94204
passing too closely unspecified,0,0,1,0,0,0,40.843475,-73.92467
driver inattention/distraction unspecified,0,0,0,1,0,0,40.767532,-73.953255
unspecified,0,0,0,0,0,0,40.817513,-73.91712
driver inattention/distraction unspecified,0,0,0,1,0,0,40.724792,-73.9088
pavement slippery obstruction/debris,0,0,0,0,0,0,40.643784,-73.90218
backing unsafely unspecified,0,0,0,0,0,0,40.634533,-73.89304
unspecified unspecified,0,0,0,0,0,0,40.68576,-73.915504
driver inattention/distraction,0,0,0,1,0,0,40.73251,-73.857056
driver inexperience unspecified,0,0,0,0,0,0,40.582756,-74.13041
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.825096,-73.87263
unspecified,0,0,0,0,0,0,40.719055,-74.01245
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.79172,-73.95299
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.649277,-73.94361
driver inattention/distraction unspecified,0,0,0,1,0,0,40.71982,-73.775856
unspecified unspecified,0,0,0,0,0,0,40.881264,-73.83875
unspecified,0,0,0,0,0,0,40.685585,-73.78584
following too closely unspecified,0,0,1,0,0,0,40.610214,-74.1202
traffic control disregarded unspecified,0,1,0,0,0,0,40.646923,-73.94818
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.725777,-73.79175
driver inattention/distraction,0,0,0,1,0,0,40.597733,-73.94139
passing or lane usage improper unspecified,0,0,0,0,0,0,40.668247,-73.84602
driver inattention/distraction unspecified,0,0,0,1,0,0,40.675426,-73.98208
unspecified unspecified,0,0,0,0,0,0,40.62717,-73.98214
unspecified,0,0,0,0,0,0,40.736057,-73.87669
driver inattention/distraction,0,0,0,1,0,0,40.676163,-73.922386
passing too closely unspecified,0,0,1,0,0,0,40.7509,-73.99812
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.73496,-73.93857
passing or lane usage improper unspecified,0,0,0,0,0,0,40.708675,-73.956314
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66675,-73.779945
unspecified,0,0,0,0,0,0,40.759727,-73.99169
driver inattention/distraction unspecified,0,0,0,1,0,0,40.753242,-73.96662
following too closely unspecified,0,0,1,0,0,0,40.625786,-73.89309
passing too closely passing or lane usage improper,0,0,1,0,0,0,40.761272,-73.95571
unspecified,0,0,0,0,0,0,40.752514,-73.87438
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.70066,-73.98775
unspecified unspecified,0,0,0,0,0,0,40.65505,-73.95631
turning improperly unspecified,0,0,0,0,0,0,40.729744,-73.94423
following too closely unspecified,0,0,1,0,0,0,40.68843,-73.89132
unspecified unspecified,0,0,0,0,0,0,40.813374,-73.956276
unspecified unspecified,0,0,0,0,0,0,40.640583,-73.95573
passing too closely driver inattention/distraction,0,0,1,1,0,0,40.843994,-73.89752
following too closely unspecified,0,0,1,0,0,0,40.768646,-73.90973
reaction to uninvolved vehicle driver inattention/distraction,0,0,0,1,0,0,40.740017,-73.84565
unspecified unspecified,0,0,0,0,0,0,40.6572,-73.918655
unsafe speed unspecified,0,0,0,0,0,0,40.69529,-73.94339
fell asleep,0,0,0,0,0,0,40.646515,-73.974655
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.843254,-73.892136
driver inattention/distraction unspecified,0,0,0,1,0,0,40.632156,-73.90821
driver inattention/distraction unspecified,0,0,0,1,0,0,40.81653,-73.93488
driver inattention/distraction unspecified,0,0,0,1,0,0,40.552296,-74.159996
unspecified unspecified,0,0,0,0,0,0,40.82733,-73.8498
driver inexperience unspecified unspecified,0,0,0,0,0,0,40.72111,-73.90395
unspecified unspecified,0,0,0,0,0,0,40.650078,-73.94757
unspecified,0,0,0,0,0,0,40.632484,-73.94663
following too closely unspecified,0,0,1,0,0,0,40.66605,-73.81525
unsafe lane changing failure to yield right-of-way,0,1,1,0,0,0,40.895195,-73.88012
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.820435,-73.93624
traffic control disregarded unspecified,0,1,0,0,0,0,40.77039,-73.91771
unspecified,0,0,0,0,0,0,40.670277,-73.92542
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.753,-73.969894
driver inattention/distraction,0,0,0,1,0,0,40.69832,-73.962265
unspecified unspecified,0,0,0,0,0,0,40.884983,-73.86204
unspecified,0,0,0,0,0,0,40.631477,-74.02309
driver inattention/distraction unspecified,0,0,0,1,0,0,40.766155,-73.89226
passing too closely unspecified,0,0,1,0,0,0,40.82207,-73.94993
following too closely unspecified,0,0,1,0,0,0,40.848118,-73.93089
unsafe lane changing unspecified,0,0,1,0,0,0,40.676495,-73.913704
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.66578,-73.91942
unspecified unspecified,0,0,0,0,0,0,40.755978,-73.939095
driver inattention/distraction unspecified,0,0,0,1,0,0,40.62163,-74.04022
following too closely unspecified,0,0,1,0,0,0,40.737553,-73.85089
driver inattention/distraction,0,0,0,1,0,0,40.857418,-73.899956
backing unsafely unspecified,0,0,0,0,0,0,40.814762,-73.91683
driver inattention/distraction other vehicular unspecified,0,0,0,1,0,0,40.826702,-73.93937
driver inattention/distraction unspecified,0,0,0,1,0,0,40.70744,-73.942024
driver inattention/distraction unspecified,0,0,0,1,0,0,40.615406,-73.97983
view obstructed/limited,0,0,0,0,0,0,40.710888,-74.00907
passing too closely unspecified,0,0,1,0,0,0,40.607853,-73.74465
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66895,-73.9339
passenger distraction unspecified unspecified,0,0,0,1,0,0,40.846153,-73.932335
unsafe lane changing unspecified,0,0,1,0,0,0,40.837894,-73.88138
passing or lane usage improper unspecified,0,0,0,0,0,0,40.743256,-73.82043
driver inattention/distraction unspecified,0,0,0,1,0,0,40.6862,-73.950745
obstruction/debris unspecified,0,0,0,0,0,0,40.74206,-73.82453
turning improperly unspecified,0,0,0,0,0,0,40.611355,-74.03294
cell phone (hands-free) unspecified,0,0,0,0,0,0,40.68789,-73.936035
backing unsafely unspecified,0,0,0,0,0,0,40.85798,-73.93091
failure to yield right-of-way,0,1,0,0,0,0,40.713924,-73.96714
driver inattention/distraction other vehicular,0,0,0,1,0,0,40.895702,-73.860504
unspecified unspecified,0,0,0,0,0,0,40.75896,-73.85909
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.88611,-73.86033
driver inattention/distraction unspecified,0,0,0,1,0,0,40.601795,-73.97257
passing too closely oversized vehicle,0,0,1,0,0,0,40.827656,-73.8861
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.87427,-73.84187
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.63439,-73.89324
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.801098,-73.96791
unspecified,0,0,0,0,0,0,40.738228,-73.996765
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66645,-73.75764
driver inattention/distraction,0,0,0,1,0,0,40.72409,-73.99614
backing unsafely,0,0,0,0,0,0,40.850166,-73.844925
driver inattention/distraction unspecified,0,0,0,1,0,0,40.576073,-73.98575
fell asleep unspecified,0,0,0,0,0,0,40.665916,-73.81528
unsafe speed unspecified,0,0,0,0,0,0,40.72539,-73.896614
unsafe lane changing passing or lane usage improper unspecified,0,0,1,0,0,0,40.576965,-74.16974
unspecified,0,0,0,0,0,0,40.83941,-73.91542
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.600956,-73.98607
following too closely unspecified,0,0,1,0,0,0,40.83761,-73.88106
unspecified unspecified unspecified,0,0,0,0,0,0,40.717678,-74.00578
driver inattention/distraction,0,0,0,1,0,0,40.677677,-73.97961
unspecified unspecified,0,0,0,0,0,0,40.626568,-73.970924
unspecified unspecified,0,0,0,0,0,0,40.80083,-73.94422
following too closely unspecified,0,0,1,0,0,0,40.83245,-73.93176
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.612736,-74.01172
unspecified unspecified unspecified,0,0,0,0,0,0,40.728775,-73.723785
unspecified unspecified,0,0,0,0,0,0,40.67608,-73.906136
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.671604,-73.72807
turning improperly following too closely,0,0,1,0,0,0,40.832,-73.899025
driver inattention/distraction,0,0,0,1,0,0,40.591263,-73.944016
unspecified,0,0,0,0,0,0,40.651676,-74.010635
driver inattention/distraction unspecified,0,0,0,1,0,0,40.57916,-73.98309
unspecified,0,0,0,0,0,0,40.720074,-73.988365
driver inattention/distraction,0,0,0,1,0,0,40.877365,-73.88533
unspecified,0,0,0,0,0,0,40.67073,-73.7491
lane marking improper/inadequate turning improperly,0,0,0,0,0,0,40.579052,-73.98415
driver inattention/distraction unspecified,0,0,0,1,0,0,40.773335,-73.94421
unspecified,0,0,0,0,0,0,40.820305,-73.89083
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.795322,-73.929825
driver inattention/distraction unspecified,0,0,0,1,0,0,40.60521,-73.985855
unspecified,0,0,0,0,0,0,40.875423,-73.86028
unsafe speed traffic control disregarded,0,1,0,0,0,0,40.609653,-73.91145
unspecified,0,0,0,0,0,0,40.821667,-73.89771
driver inattention/distraction unspecified,0,0,0,1,0,0,40.682163,-73.92712
unsafe lane changing unspecified,0,0,1,0,0,0,40.658802,-73.77228
unspecified unspecified,0,0,0,0,0,0,40.613194,-73.92631
unsafe lane changing unspecified,0,0,1,0,0,0,40.67578,-74.0014
driver inattention/distraction unspecified,0,0,0,1,0,0,40.69133,-73.95177
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74713,-73.88869
driver inattention/distraction unspecified,0,0,0,1,0,0,40.56709,-74.12167
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.721985,-73.98552
passing too closely unspecified,0,0,1,0,0,0,40.69024,-73.9482
unspecified unspecified,0,0,0,0,0,0,40.762825,-73.93398
driver inattention/distraction unspecified,0,0,0,1,0,0,40.71191,-73.78744
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.70091,-73.88787
unspecified unspecified,0,0,0,0,0,0,40.654278,-73.92292
driver inattention/distraction unspecified,0,0,0,1,0,0,40.866444,-73.86117
backing unsafely unspecified,0,0,0,0,0,0,40.606358,-74.120926
traffic control disregarded unspecified,0,1,0,0,0,0,40.786495,-73.94839
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.837864,-73.9114
alcohol involvement unspecified,0,0,0,0,0,1,40.82111,-73.848495
unspecified unspecified,0,0,0,0,0,0,40.88945,-73.90448
unspecified,0,0,0,0,0,0,40.640785,-73.98503
following too closely unspecified unspecified,0,0,1,0,0,0,40.645256,-73.874954
passing too closely unspecified,0,0,1,0,0,0,40.859642,-73.90534
failure to yield right-of-way,0,1,0,0,0,0,40.750763,-73.97446
unsafe speed,0,0,0,0,0,0,40.83954,-73.85067
driver inexperience unspecified,0,0,0,0,0,0,40.68841,-73.84794
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.86287,-73.934784
driver inexperience unspecified,0,0,0,0,0,0,40.84338,-73.914276
unspecified unspecified,0,0,0,0,0,0,40.849957,-73.84885
unspecified unspecified,0,0,0,0,0,0,40.633682,-73.89868
driver inattention/distraction,0,0,0,1,0,0,40.82416,-73.922775
passing too closely unspecified,0,0,1,0,0,0,40.682365,-73.96668
driver inattention/distraction unspecified,0,0,0,1,0,0,40.670887,-73.93649
driver inattention/distraction unspecified,0,0,0,1,0,0,40.664486,-73.91525
unspecified unspecified,0,0,0,0,0,0,40.718044,-73.99605
unspecified,0,0,0,0,0,0,40.58467,-74.09562
traffic control disregarded unspecified,0,1,0,0,0,0,40.662395,-73.93735
passing or lane usage improper unspecified,0,0,0,0,0,0,40.594616,-73.99743
driver inattention/distraction unspecified,0,0,0,1,0,0,40.738007,-73.78837
view obstructed/limited view obstructed/limited view obstructed/limited,0,0,0,0,0,0,40.66632,-73.83481
backing unsafely unspecified,0,0,0,0,0,0,40.787685,-73.97502
driver inattention/distraction unspecified,0,0,0,1,0,0,40.669735,-73.93104
passing too closely unspecified,0,0,1,0,0,0,40.775124,-73.90444
other vehicular unspecified,0,0,0,0,0,0,40.819717,-73.94048
traffic control disregarded unspecified,0,1,0,0,0,0,40.62709,-73.94403
driver inattention/distraction unspecified,0,0,0,1,0,0,40.559128,-74.16949
unspecified,0,0,0,0,0,0,40.66159,-73.99536
unspecified,0,0,0,0,0,0,40.650387,-73.95872
glare glare unspecified,0,0,0,0,0,0,40.700836,-73.99495
passing too closely unspecified,0,0,1,0,0,0,40.71762,-74.00028
driver inattention/distraction unspecified,0,0,0,1,0,0,40.784355,-73.98117
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.81672,-73.89241
unspecified,0,0,0,0,0,0,40.861862,-73.91282
unspecified,0,0,0,0,0,0,40.65911,-73.89922
driver inattention/distraction unspecified,0,0,0,1,0,0,40.83335,-73.93524
other vehicular other vehicular view obstructed/limited,0,0,0,0,0,0,40.64254,-73.87652
turning improperly unspecified,0,0,0,0,0,0,40.69819,-73.96191
view obstructed/limited unspecified,0,0,0,0,0,0,40.768562,-73.981575
reaction to uninvolved vehicle,0,0,0,0,0,0,40.720936,-73.993805
passing or lane usage improper unspecified,0,0,0,0,0,0,40.652973,-73.94401
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.73635,-73.97502
following too closely passing too closely,0,0,1,0,0,0,40.65616,-73.76736
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.8451,-73.90931
passing too closely unspecified,0,0,1,0,0,0,40.69165,-73.779205
unspecified unspecified,0,0,0,0,0,0,40.755802,-73.986404
other vehicular passing too closely,0,0,1,0,0,0,40.594955,-73.78627
unsafe speed unspecified,0,0,0,0,0,0,40.777252,-73.89799
fell asleep,0,0,0,0,0,0,40.593327,-73.964645
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.777676,-73.963234
unspecified,0,0,0,0,0,0,40.688408,-73.98657
backing unsafely unspecified,0,0,0,0,0,0,40.691074,-73.908806
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.773037,-73.79566
driver inattention/distraction pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,1,0,0,40.691227,-73.98214
